"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,59.5370579070003,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,62.6473695204898,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,61.8419152946272,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,65.446096001,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,65.2901208113891,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,66.8589365225248,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,67.5122954816297,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,65.9678948199898,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,64.3133105264127,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,63.7889214259202,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,63.9897953134223,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,64.5829308832642,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,65.6684149452432,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,66.4997509166321,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,63.6409379191527,,
"ZAF","South Africa","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2022","2022",,,"0","Units",,,64.4496926452038,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,18.377783666429,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,17.6683349294628,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,17.9259037580011,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,18.464628040699,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,17.7688398967029,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,16.7692489026163,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,16.6569086290569,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,17.7678384064296,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,17.9190247443327,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,18.5071465243179,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,17.9796281010509,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,19.1982094830626,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,17.9862403939985,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,17.2023391937189,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,18.1548509684087,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,19.3801703789062,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,19.818783597732,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,18.5518170625533,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,17.9028734419678,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,17.0463137108786,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2020","2020",,,"0","Units",,,18.3637907948397,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2021","2021",,,"0","Units",,,18.3224981182852,,
"ZAF","South Africa","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2022","2022",,,"0","Units",,,17.5084743362339,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,19.896967670975,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,20.3991673136574,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,20.6909169326643,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,20.6233581790835,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,23.3620556438424,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,24.6804185944905,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,24.7450213577882,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,22.6950364778622,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,19.4335029892682,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2009","2009",,,"0","Units",,,19.6509749039554,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2010","2010",,,"0","Units",,,16.5744324345659,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2011","2011",,,"0","Units",,,15.5117220239197,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2012","2012",,,"0","Units",,,15.1548840563428,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2013","2013",,,"0","Units",,,15.2854641084049,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2014","2014",,,"0","Units",,,15.8772409936751,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2015","2015",,,"0","Units",,,16.3064600597238,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2016","2016",,,"0","Units",,,16.3923371380186,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2017","2017",,,"0","Units",,,17.4582795499898,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2018","2018",,,"0","Units",,,17.5141898195294,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2019","2019",,,"0","Units",,,17.2852747915097,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2020","2020",,,"0","Units",,,15.1364595891907,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2021","2021",,,"0","Units",,,18.0365590758638,,
"ZAF","South Africa","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2022","2022",,,"0","Units",,,18.0418372650994,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2000","2000",,,"0","Units",,,14.3870501721392,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2001","2001",,,"0","Units",,,14.3633053151305,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2002","2002",,,"0","Units",,,14.0272880088378,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2003","2003",,,"0","Units",,,14.656917328809,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2004","2004",,,"0","Units",,,15.167231133467,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2005","2005",,,"0","Units",,,15.878304904018,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2006","2006",,,"0","Units",,,17.365539560224,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2007","2007",,,"0","Units",,,19.0216163052076,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2008","2008",,,"0","Units",,,21.6148222146382,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2009","2009",,,"0","Units",,,19.4908649743518,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2010","2010",,,"0","Units",,,17.5616355608667,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2011","2011",,,"0","Units",,,17.8093733475501,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2012","2012",,,"0","Units",,,17.9349332924188,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2013","2013",,,"0","Units",,,18.5787156595046,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2014","2014",,,"0","Units",,,18.3011974744002,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2015","2015",,,"0","Units",,,18.0089543115215,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2016","2016",,,"0","Units",,,17.4415062830546,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2017","2017",,,"0","Units",,,16.3988040540169,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2018","2018",,,"0","Units",,,15.922167482868,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2019","2019",,,"0","Units",,,15.4689896605923,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2020","2020",,,"0","Units",,,13.808236682509,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2021","2021",,,"0","Units",,,13.1837142709474,,
"ZAF","South Africa","P51S","Gross fixed capital formation, percentage of GDP","2022","2022",,,"0","Units",,,14.2104066850045,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2000","2000",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2001","2001",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2006","2006",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2007","2007",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2008","2008",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2009","2009",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2010","2010",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2011","2011",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2012","2012",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2013","2013",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2014","2014",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2015","2015",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2016","2016",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2017","2017",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2018","2018",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2019","2019",,,"0","Units",,,100,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2000","2000",,,"0","Units",,,69.4293635906296,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2001","2001",,,"0","Units",,,68.7178371719961,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2002","2002",,,"0","Units",,,68.3766071521017,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2003","2003",,,"0","Units",,,65.9376375964972,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2004","2004",,,"0","Units",,,65.5164369163598,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2005","2005",,,"0","Units",,,58.9886316840426,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2006","2006",,,"0","Units",,,59.0124793254381,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,54.8087248225996,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,63.7327992471434,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,54.1126014639622,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,55.1311164090233,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,58.0158108783791,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,58.5597883353934,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,54.9884755101232,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,55.4374831970399,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,56.0823919036244,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,56.0378107895485,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,58.1703365270572,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,59.9085765394001,,
"CHN","China (People's Republic of)","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,61.8335155012956,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,8.85196467656576,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,9.16017375726152,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,9.32728707806236,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,12.126560424252,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,12.2231366493136,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,11.1423986118123,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,10.4698958536141,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,9.03472507659921,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,10.5863464098749,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,9.89845358884152,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,10.0971471990568,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,9.80504243644989,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,9.64358003457755,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,9.57624119344177,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,9.77903696277214,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,10.7141922448415,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,10.8130628568031,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,12.3489460049286,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,11.1683866845324,,
"CHN","China (People's Republic of)","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,10.3895504660359,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,21.7186717021943,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,22.1219890707423,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,22.2961057464014,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,21.9358019792507,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,22.2604264343267,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,29.8689696906046,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,30.5176248209478,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,36.1565501008012,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,25.6808543510008,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2009","2009",,,"0","Units",,,35.9889449537455,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2010","2010",,,"0","Units",,,34.7717363919199,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2011","2011",,,"0","Units",,,32.179146685171,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2012","2012",,,"0","Units",,,31.796631630029,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2013","2013",,,"0","Units",,,35.4352832926468,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2014","2014",,,"0","Units",,,34.783479840188,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2015","2015",,,"0","Units",,,33.2034158515341,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2016","2016",,,"0","Units",,,33.1491263504241,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2017","2017",,,"0","Units",,,29.4807174680142,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2018","2018",,,"0","Units",,,28.9230367760675,,
"CHN","China (People's Republic of)","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2019","2019",,,"0","Units",,,27.7769340303013,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2000","2000",,,"0","Units",,,67.6391723696322,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2001","2001",,,"0","Units",,,66.9547295342783,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2002","2002",,,"0","Units",,,65.0784016186141,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2003","2003",,,"0","Units",,,62.2548873746541,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2004","2004",,,"0","Units",,,62.7020384173546,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2005","2005",,,"0","Units",,,64.0525793650794,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2006","2006",,,"0","Units",,,62.8464455898084,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,64.0672954143238,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,64.2501628058424,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,61.9113220062248,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,61.3888750560231,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,66.034186828431,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,63.0546018385203,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,60.4962869045463,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,60.8617528419509,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,60.3360567288423,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,59.4856619690678,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,58.9393439178847,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,60.4009397895205,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,59.5542786351595,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,56.5893213243354,,
"NZL","New Zealand","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,57.7874998590549,"E","Estimated value"
"EMU","Euro area","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"EMU","Euro area","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"EMU","Euro area","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"EMU","Euro area","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
