Series,Code
Non-Fin Corp (S11): Other long-term loans by UK residents (AF.424N1): Balance: Asset: Current price: £m: Not seasonally adjusted,NOMU
Non-Fin Corp (S11): Equity and investment fund shares/units (AF.5): Balance: Asset: Current price: £m: Not seasonally adjusted,NOMW
Non-financial corporations sector (S11): Listed UK shares (AF.511N1): Balance: Asset: Current price: £m: Not seasonally adjusted,NONB
Non-financial corporations sector (S11): Unlisted UK shares (AF.512N1): Balance: Asset: Current price: £m: Not seasonally adjusted,NONC
Non-Fin Corp (S11): Shares and other equity issued by the rest of the world (AF.519N9): Balance: Asset: Current price: £m: NSA,NONG
Non-Fin Corp (S11): UK mutual funds' shares (AF.52N1): Balance: Asset: Current price: £million: Not seasonally adjusted,NONK
Non-Fin Corp (S11): Non-life insurance technical reserves (AF.61): Balance: Asset: Current price: £m: Not seasonally adjusted,NONP
Non-Fin Corp (S11): Other accounts receivable/payable (AF.8): Balance: Asset: Current price: £million: Not seasonally adjusted,NONQ
Non-Fin Corp (S11): Total financial liabilities (AF.L): Balance: Liability: Current price: £million: Not seasonally adjusted,NONT
Non-Fin Corp (S11): Currency and deposits (AF.2): Balance: Liability: Current price: £million: Not seasonally adjusted,NONX
Non-financial corporations sector (S11): Other deposits (AF.29): Balance: Liability: Current price: £m: Not seasonally adjusted,NOOF
Non-financial corporations sector (S11): Debt securities (AF.3): Balance: Liability: Current price: £m: Not seasonally adjusted,NOOG
Non-Fin Corp (S11): Money market instruments issued by other UK residents (AF.31N6): Balance: Liability: Current price: £m: NSA,NOOS
Non-financial corporations sector (S11): Loans (AF.4): Balance: Liability: Current price: £million: Not seasonally adjusted,NOPI
Non-Fin Corp (S11): Short term loans by UK monetary financial institutions (AF.41N1): Balance: Liability: Current price: £m: NSA,NOPK
Non-Fin Corp (S11): Short-term loans by rest of world monetary financial institutions (AF.41N91): Balance: Liability: CP: £m: NSA,NOPO
Non-Fin Corp (S11): Direct investment (AF.421): Balance: Liability: Current price: £million: Not seasonally adjusted,NOPQ
Non-financial corporations sector (S11): Finance leasing (AF.423): Balance: Liability: Current price: £m: Not seasonally adjusted,NOPX
Non-Fin Corp (S11): Other long-term loans by UK residents (AF.424N1): Balance: Liability: Current price: £m: NSA,NOPY
Non-Fin Corp (S11): Long-term loans by rest of world (AF.424N9): Balance: Liability: Current price: £m: Not seasonally adjusted,NOPZ
Non-Fin Corp (S11): Equity and investment fund shares/units (AF.5): Balance: Liability: Current price: £m: Not seasonally adjusted,NOQA
Non-Fin Corp (S11): Listed UK shares (AF.511N1): Balance: Liability: Current price: £million: Not seasonally adjusted,NOQF
Non-Fin Corp (S11): Unlisted UK shares (AF.512N1): Balance: Liability: Current price: £million: Not seasonally adjusted,NOQG
Non-Fin Corp (S11): Other UK equity (AF.519N6): Balance: Liability: Current price: £million: Not seasonally adjusted,NOQH
Non-Fin Corp (S11): Other accounts receivable/payable (AF.8): Balance: Liability: Current price: £million: Not seasonally adjusted,NOQU
Gross Fixed Capital Formation: Business Investment: CP SA: £m,NPEK
Gross Fixed Capital Formation: Business Investment: CVM SA: £m,NPEL
Gross Fixed Capital Formation: Business Investment: CP NSA: £m,NPEM
Gross Fixed Capital Formation: Business Investment: CVM NSA: £m,NPEN
GCF: Acquisitions less disposals of valuables:total economy CP NSA: £m,NPJO
"Acquisitions less disposals of valuables: total economy CVM NSA, £m",NPJP
"Acquisitions less disposals of valuables: total economy CP SA, £m",NPJQ
"Acquisitions less disposals of valuables: total economy CVM SA, £m",NPJR
Private non-financial corporations sector (S1102+S11003): Acquisition less disposals of valuables (P.53): CP: £m: NSA,NPOV
Private non-financial corporations sector (S1102+S11003): Acquisition less disposals of valuables (P.53): CP: £m: SA,NPOX
General Government: acquisitions less disposals of valuables. General government,NPOZ
General Government: acquisitions less disposals of valuables. General government.1,NPPB
"Central government: acquisitions less disposals of valuables: CP NSA, £m",NPPD
"Central government: acquisitions less disposals of valuables: CP SA, £m",NPPF
Households (S.14): Acquisition less disposals of valuables (P.53): Assets: Current price: £m: NSA,NPPH
Households (S.14): Acquisition less disposals of valuables (P.53): Assets: Current price: £m: SA,NPPJ
NPISH (S.15): Acquisition less disposals of valuables (P.53): Assets: Current price: £m: NSA,NPPX
NPISH (S.15): Acquisition less disposals of valuables (P.53): Assets: Current price: £m: SA,NPPZ
Total Gross Fixed Capital Formation CVM NSA £m,NPQR
Total Gross Fixed Capital Formation CP SA £m,NPQS
Total Gross Fixed Capital Formation CVM SA £m,NPQT
Total Gross Fixed Capital Formation CP NSA £m,NPQX
GG:AS:LEVEL:Total Financial Assets: CP NSA £m,NPUP
ESA:GG:LI:LEVEL:Total financial liabilities,NPVQ
"Households (S.14): Insurance, pension and standardised guarantee schemes (F.6): Asset: Current price: £m: NSA",NPVZ
"ESA: Flow: Asset: IP: Insurance Premiums & Reserves, £m,",NPWB
"Flow of funds: S.128+S.129: ICPF: Flow: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NPWC
Local Govt: Insurance technical reserves (F.6),NPWD
"NPISH (S.15): Insurance, pension and standardised guarantee schemes (F.6): Asset: Current price: £m: NSA",NPWF
NP:L:FLOW:INSURANCE TECHNICAL RESERVES,NPWG
PC:ASSET:FLOW:INSURANCE TECHNICAL RESERVES,NPWL
PR:ASSET:FLOW:INSURANCE TECHNICAL RESERVES,NPWN
ESA:FLOWS:RW:Assets:Net Equity of Households in life insurance reserves,NPWP
"ESA: Flow: Asset: Fincos: Insurance Premiums & Reserves, £m",NPWR
ESA:FC:FLOWS:Liabs:Net equity of Households in Life Insurance reserves,NPWS
ESA: FLOW: Asset: Fin. Intermediaries & Auxiliaries: Ins. & Premium Reserves,NPWT
"Flow of funds: S.124 to S.127: OFI & FA: Flow: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NPWU
ESA: FLOW: Asset: General Government: Insurance Premiums & Reserves,NPWV
"HH & NPISH (S.14 + S.15): Insurance, pension and standardised guarantee schemes (F.6): Asset: Current price: £m: NSA",NPWX
MF:ASSET:FLOW:INSURANCE TECHNICAL RESERVES,NPWZ
MF:LIABILITY:FLOW:INSURANCE TECHNICAL RESERVES,NPXA
"Non-Fin Corp (S11): Insurance, pension and standardised guarantee schemes (F.6): Flow: Asset: Current price: £m: NSA",NPXB
"Non-Fin Corp (S11): Insurance, pension and standardised guarantee schemes (F.6): Flow: Liability: Current price: £m: NSA",NPXC
"Households (S.14): Insurance, pension and standardised guarantee schemes (AF.6): Asset: Current price: £m: NSA",NPXP
ESA:LEVEL:ASSET:Insurance & Pension Funds: Premiums & Reserves,NPXR
"Flow of funds: S.128+S.129: ICPF: Level: Liability: AF.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NPXS
Local Govt:LEVEL:ASSET: Insurance premiums & reserves,NPXT
"NPISH (S.15): Insurance, pension and standardised guarantee schemes (AF.6): Asset: Current price: £m: NSA",NPXV
NP:LIABILITY:LEVEL:INSURANCE TECHNICAL RESERVES,NPXW
PC:A:LEVEL:INSURANCE TECHNICAL RESERVES,NPYB
PR:ASSET:LEVEL:INSURANCE TECHNICAL RESERVES,NPYD
Levels:RW:Assets:Net equity of households in life insurance reserves: CP NSA,NPYF
ESA:LEVEL:ASSET:FinCos: Insurance Premiums & Reserves,NPYH
ESA:LEVEL:LIAB: FinCos: Insurance Premiums & Reserves,NPYI
ESA:LEVEL:ASSET:General Govt: Insurnace Premiums & Reserves,NPYJ
"HH & NPISH (S.14 + S.15): Insurance, pension and standardised guarantee schemes (AF.6): Asset: Current price: £m: NSA",NPYL
"Non-Fin Corp (S11): Insurance, pension and standardised guarantee schemes (AF.6): Balance: Asset: Current price: £m: NSA",NPYN
"Non-Fin Corp (S11): Insurance, pension and standardised guarantee schemes (AF.6): Balance: Liability: Current price: £m: NSA",NPYO
ESA:LEVEL:ASSET:Fin. Intermediaries & Auxiliaries: Insurance Reserves & Premiums,NPYP
"Flow of funds: S.124 to S.127: OFI & FA: Level: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NPYQ
MF:ASSET:LEVEL:INSURANCE TECHNICAL RESERVES,NPYR
MF:LIABILITY:LEVEL:INSURANCE TECHNICAL RESERVES,NPYS
UK sector (S.1): Monetary gold and special drawing rights (F.1): Flow: Asset: Current price: £million: Not seasonally adjusted,NQAD
Capital Consumption (£m): S.1: TOTAL: Ind TOTAL: CP,NQAE
UK sector (S.1): Currency and deposits (F.2): Flow: Asset: Current price: £million: Not seasonally adjusted,NQAK
UK sector (S.1): Debt securities (F.3): Flow: Asset: Current price: £million: Not seasonally adjusted,NQAL
UK sector (S.1): Loans (F.4): Flow: Asset: Current price: £million: Not seasonally adjusted,NQAN
UK sector (S.1): Equity and investment fund shares/units (F.5): Flow: Asset: Current price: £million: Not seasonally adjusted,NQAP
"UK (S.1): Insurance, pension and standardised guarantee schemes (F.6): Flow: Asset: Current price: £m: Not seasonally adjusted",NQAW
UK sector (S.1): Non-life insurance technical reserves (F.61): Flow: Asset: Current price: £million: Not seasonally adjusted,NQBD
"Non-financial corporations sector (S11): Operating Surplus, gross (B.2g): Current price: £million: Not seasonally adjusted",NQBE
"Non-Fin Corp (S11): Balance of primary incomes, gross / National income, gross (B.5g): Current price: £m: Not seasonally adjusted",NQBG
UK sector (S.1): Wages and salaries (D.11): Resources: Current price: £million: Not seasonally adjusted,NQBI
UK sector (S.1): Employers' social contribution (D.12): Resources: Current price: £million: Not seasonally adjusted,NQBJ
UK sector (S.1): Other accounts receivable/payable (F.8): Flow: Asset: Current price: £million: Not seasonally adjusted,NQBK
UK sector (S.1): Total net acquisition of financial assets (F.A): Flow: Current price: £million: Not seasonally adjusted,NQBL
UK sector (S1): Total resources of allocation of primary income account (T.II.1.2): Current price: £m: Not seasonally adjusted,NQBQ
UK sector (S1): Total uses of allocation of primary income account (T.II.1.2): Current price: £million: Not seasonally adjusted,NQBR
UK sector (S.1): Net social contributions (D.61): Uses: Current price: £million: Not seasonally adjusted,NQBS
UK (S1): Total resources/uses of secondary distribution of income account (T.II.2): Current price: £m: Not seasonally adjusted,NQBT
UK sector (S.1): Net non-life insurance premiums (D.71): Resources: Current price: £million: Not seasonally adjusted,NQBY
UK sector (S.1): Non-life insurance claims (D.72): Uses: Current price: £million: Not seasonally adjusted,NQBZ
UK sector (S.1): Gross Saving from the use of adjusted disposable income account (B.8g): £million CP: NSA,NQCA
UK (S1): Total resources/uses of redistribution of income in kind account (T.II.3): Current price: £m: Not seasonally adjusted,NQCB
"UK sector (S.1): Capital taxes, payable (D.91p): Current price: £million: Not seasonally adjusted",NQCC
"UK sector (S.1): Other capital transfers, payable (D.99p): Current price: £million: Not seasonally adjusted",NQCE
"UK sector (S.1): Capital transfers, payable (D.9p): Current price: £million: Not seasonally adjusted",NQCF
UK sector (S.1): Other investment income (D.44): Uses: Current price: £million: Not seasonally adjusted,NQCG
UK sector (S.1): Currency and deposits (F.2): Flow: Liability: Current price: £million: Not seasonally adjusted,NQCK
UK sector (S.1): Debt securities (F.3): Flow: Liability: Current price: £million: Not seasonally adjusted,NQCM
UK sector (S.1): Loans (F.4): Flow: Liability: Current price: £million: Not seasonally adjusted,NQCN
"UK sector (S.1): Disposable income, gross (B.6g): Current price: £million: Not seasonally adjusted",NQCO
ESA:UK:B.6n:Net Disposable Income:CP:NSA,NQCP
"UK sector (S.1): Current taxes on income, wealth, etc (D.5): Uses: Current price: £million: Not seasonally adjusted",NQCQ
UK sector (S.1): Taxes on income (D.51): Uses: Current price: £million: Not seasonally adjusted,NQCR
UK sector (S.1): Equity and investment fund shares/units (F.5): Flow: Liability: Current price: £million: Not seasonally adjusted,NQCS
UK (S.1): Changes in net worth due to gross saving and capital transfers (B.101g): Current price: £m: Not seasonally adjusted,NQCT
UK sector (S.1): Other current taxes (D.59): Uses: Current price: £million: Not seasonally adjusted,NQCU
"UK (S.1): Insurance, pension and standardised guarantee schemes (F.6): Flow: Liability: Current price: £m: Not seasonally adjuste",NQCV
UK sector (S.1): Net social contributions (D.61): Resources: Current price: £million: Not seasonally adjusted,NQCX
UK sector (S.1): Non-life insurance technical reserves (F.61): Flow: Liability: Current price: £million: Not seasonally adjusted,NQDD
UK sector (S.1): Other accounts receivable/payable (F.8): Flow: Liability: Current price: £million: Not seasonally adjusted,NQDG
UK sector (S.1): Total net acquisition of financial liabilities (F.L): Flow: Current price: £million: Not seasonally adjusted,NQDH
UK (S.1): Net lending (+) / Net borrowing (-) of the financial account (B.9F): Flow: Current price: £m: Not seasonally adjusted,NQDL
UK (S.1): Social benefits other than social transfers in kind (D.62): Uses: Current price: £million: Not seasonally adjusted,NQDN
UK sector (S.1): Other current transfers (D.7): Resources: Current price: £million: Not seasonally adjusted,NQDU
UK sector (S.1): Other current transfers (D.7): Uses: Current price: £million: Not seasonally adjusted,NQDV
UK sector (S.1): Net non-life insurance premiums (D.71): Uses: Current price: £million: Not seasonally adjusted,NQDW
UK sector (S.1): Non-life insurance claims (D.72): Resources: Current price: £million: Not seasonally adjusted,NQDX
UK sector (S.1): Current transfers within general government (D.73): Resources: Current price: £million: Not seasonally adjusted,NQDY
UK sector (S.1): Current international cooperation (D.74): Resources: Current price: £million: Not seasonally adjusted,NQEA
UK sector (S.1): Adjustment for the change in pension entitlements (D.8): Uses: Current price: £million: Not seasonally adjusted,NQEL
UK (S.1): Individual consumption expenditure (P.31): Uses: Current price: £million: Not seasonally adjusted,NQEO
UK (S.1): Collective consumption expenditure (P.32): Uses: Current price: £million: Not seasonally adjusted,NQEP
"UK sector (S.1): Saving, gross (B.8g): Current price: £million: Not seasonally adjusted",NQET
"UK sector (S.1): Capital transfers, receivable (D.9r): Current price: £million: Not seasonally adjusted",NQEW
"UK sector (S.1): Capital taxes, receivable (D.91r): Current price: £million: Not seasonally adjusted",NQEY
"UK sector (S.1): Investment grants, receivable (D.92r): Current price: £million: Not seasonally adjusted",NQFB
"UK sector (S.1): Other capital transfers, receivable (D.99r): Current price: £million: Not seasonally adjusted",NQFD
UK (S.1): Net lending (+) / Net borrowing (-) of the non-financial account (B.9N): Current price: £m: Not seasonally adjusted,NQFH
UK (S.1): Acquisition less disposals of non-produced / non-financial assets (NP): Current price: £million: Not seasonally adjusted,NQFJ
UK: Assets: Gross Capital Formation: Total: P.5: CP NSA,NQFM
UK sector (S.1): Financial net worth (BF.90): Level: Current price: £million: Not seasonally adjusted,NQFT
Gross Operating Surplus: Financial Corporations: Total: CP NSA,NQNV
Financial Corps: Primary income: Total: Total resources/uses:£M: CP: NSA,NQNW
Financial Corps: Prim. income:Balance of primary income gross: B.5g:£M :CP: NSA,NQNY
FC: FC: Sec inc: Res: D.61: Social conts Total,NQNZ
Financial Corps: Sec inc: Res: Other CURR transfer Total: D.7 £M: CP: NSA,NQOE
Financial Corporations: Sec. inc: Res: Other cur trans Net non-life ins: D.71:,NQOF
FinCos:Sec.inc:Res:Other current transfers: Misc current trans: D.75: CP NSA,NQOG
Financial Corps: Total:resources/uses: £M: CP: NSA,NQOH
FinCos:Other current transfers Non-life insurance claims:D.72:CP NSA,NQOI
Financial Corps: Secondary inc: Uses: Disposable income gross: B.6g:£M: CP: NSA,NQOJ
FinCos:Disposable income a/c:Adjustment for change in net equity:CPNSA,NQOK
Financial Corps: Disposable income: Uses: Saving gross: B.8g: £M: CP: NSA,NQOL
Financial Corporations: As: Total change in liabilities/assets:B.10.1g: CP NSA,NQON
Non-Fin Corp (S11): Total net acquisition of financial assets (F.A): Flow: Asset: Current price: £m: Not seasonally adjusted,NRGP
Non-financial corporations sector (S11): Total net acquisition of financial liabilities (F.L): Flow: Liability: CP: £million: NSA,NRGR
Private non-financial corporations sector (S.1102+S.11003): Sector share of gross national income: Per cent: £m: CP: NSA,NRGZ
Non-financial corporations sector (S11): Other current transfers (D.7): Resource: Current price: £m: Not seasonally adjusted,NRJB
"Non-financial corporations sector (S.11): Saving, gross (B.8g): Current price: £million: Not seasonally adjusted",NRJD
Households & non-profit institutions serving households (S.14+S.15): Sector share of gross national income: Per cent: £m: CP: SA,NRJH
Financial corporations sector (S.12): Sector share of gross national income: Per cent: £m: CP: SA,NRJI
Non-financial corporations sector (S.11): Sector share of gross national income: Per cent: £m: CP: SA,NRJJ
"Private non-financial corporations: Operating Surplus, gross (B.2G): Current price: £million: Not seasonally adjusted",NRJK
Private non-financial corporations sector (S.1102+S.11003): Sector share of gross national income: Per cent: £m: CP: SA,NRJL
PR:Uses:Balance gross primary incomes:B.5g: CP NSA,NRJM
"HH & NPISH (S.14 + S.15): Operating Surplus and Mixed Income, gross (B.2g+B.3g): Resources: Current price: £m: SA",NRJN
PR:Resources: Gross disposable income: B.6g: CP NSA,NRJQ
HH & NPISH (S.14 + S.15): Real Households' & NPISH disposable income at chained volume measures (reference year 2019)(1):CP:£m:SA,NRJR
HH & NPISH (S.14 + S.15): Households' & NPISH saving ratio (per cent): Current price: £m: SA,NRJS
Gross Operating Surplus: NFCos: Public: Current price: NSA,NRJT
Public Corporations:Uses:Balance of gross primary incomes: B.5g: CP NSA,NRJX
ESA:GG:Uses:D.41 Interest total - nsa,NRKB
Public Corporations: Uses: Gross Disposable income: B.6g: CP NSA,NRKD
Households (S.14): Dividends (D.421) Resources: Current price: £m: SA,NRKU
Households (S.14): Gross capital formation (P.5): Assets: Current price: £m: NSA,NRLK
CG: Gross operating surplus: £m CPNSA,NRLN
"ALLOCATION OF PRIMARY INCOME ACCOUNT:BALANCE OF PRIMARY INCOMES,GROSS",NRLP
Secondary distribution of income account: Gross disposable income: CP NSA,NRLR
Use of disposable income account: Gross Saving: B.8g: CP NSA,NRLS
LG: Gross operating surplus: £m CPNSA,NRLT
LG: Balance of gross primary income:B.5g: CP NSA,NRLU
LG: Gross disposable income: B.6g: CP NSA,NRLW
Local Government: Gross Saving: B.8g: CP NSA,NRLX
PR:Total change in liabilities and net worth: B.10.1g: CP NSA,NRMG
Local Government: Total changes in liabilities and net worth: B10.1g: CP NSA,NRMJ
UK sector (S.1): Actual final consumption expenditure (P.4): Uses: Current price: £million: Not seasonally adjusted,NRMX
Central government (S.1311): Interest (D.41): Uses: £million: Current price: Seasonally adjusted,NRMY
UK sector (S.1): Actual collective consumption (P.42): Uses: Current price: £million: Not seasonally adjusted,NRMZ
Local Government: USES: Interest: D.41: CP SA,NRNB
UK sector (S.1): Social transfers in kind - non-market production (D.631): Resources: Current price: £m: Not seasonally adjusted,NRNC
UK (S.1): Social transfers in kind - purchased market production (D.632): Resources: Current price: £m: Not seasonally adjusted,NRNE
UK sector (S.1): Social transfers in kind (D.63): Resources: Current price: £million: Not seasonally adjusted,NRNF
UK sector (S.1): Social transfers in kind - non-market production (D.631): Uses: Current price: £m: Not seasonally adjusted,NRNJ
UK sector (S.1): Social transfers in kind - purchased market production (D.632): Uses: Current price: £m: Not seasonally adjusted,NRNK
UK sector (S.1): Social transfers in kind (D.63): Uses: Current price: £million: Not seasonally adjusted,NRNL
"UK sector (S.1): Adjusted disposable income, gross (B.7g): Current price: £million: Not seasonally adjusted",NRNM
Financial Corps:Social benefits oth than soc transfers in kind: D.62: £M: CP: SA,NROD
CG:Miscellanous current transfers from sectors other than GG: CP SA,NROE
Private non-financial corporations (S.11002+S.11003): Other changes in assets (P.53+NP): CP £m: SA,NRON
Private non-financial corporations (S.11002+S.11003): Other uses (D.62+D.7): Use: CP £m: SA,NROO
Private non-financial corporations (S.11002+S.11003): Net capital transfer receipts (D.9): Net: CP £m: SA,NROP
Private non-financial corporations (S.11002+S.11003): Other resources (D.612+D.72): Resource: CP £m: SA,NROQ
RW: Other loans by UK residents,NROS
Households (S.14): Other investment income (D.44) Resources: Current price: £m: NSA,NRVN
FC: FC: Sec inc: Res: D.61: Social conts Total - SA,NSBO
Financial Corporations: Property income Attributed to insurance policy holder,NSCU
LG: Pension contributions (D61): £m CPNSA,NSMM
LG: Uses: Social benefits other than in kind: Total: D62: CP NSA,NSMN
CG:AS:LEVEL:UK shares and bonds issued by other UK residents,NSNX
Households (S.14): UK shares and bonds issued by other UK residents (AF.519N7): Asset: Current price: £m: NSA,NSOA
ESA:HH:LI:LEVEL:UK shares and bonds issued by other UK residents,NSOB
ESA:IP:AS:LEVEL:UK shares and bonds issued by other UK residents,NSOC
ESA:IP:LI:LEVEL:UK shares and bonds issued by other UK residents,NSOD
Local Govt::AS:LEVEL:UK shares and bonds issued by other UK residents,NSOE
NPISH (S.15): UK shares and bonds issued by other UK residents (AF.519N7): Asset: Current price: £m: NSA,NSOF
ESA:NP:LI:LEVEL:UK shares and bonds issued by other UK residents,NSOG
ESA:OI:AS:LEVEL:UK shares and bonds issued by other UK residents,NSOH
ESA:OI:LI:LEVEL:UK shares and bonds issued by other UK residents,NSOI
ESA:PC:AS:LEVEL:UK shares and bonds issued by other UK residents,NSOL
Public corporations (S.11001): UK shares and bonds issued by other UK residents (AF.519N7): Liability: Level: CP: £million: NSA,NSOM
ESA:PR:AS:LEVEL:UK shares and bonds issued by other UK residents,NSON
ESA:PR:LI:LEVEL:UK shares and bonds issued by other UK residents,NSOO
ESA:RW:AS:LEVEL:UK shares and bonds issued by other UK residents,NSOP
CG:AS:FLOW:UK shares and bonds issued by other UK residents,NSOX
Households (S.14): UK shares and bonds issued by other UK residents (F.519N7): Asset: Current price: £m: NSA,NSPA
ESA:HH:LI:FLOW:UK shares and bonds issued by other UK residents,NSPB
ESA:IP:AS:FLOW:UK shares and bonds issued by other UK residents,NSPC
Local Govt:AS:FLOW:UK shares and bonds issued by other UK residents,NSPE
NPISH (S.15): UK shares and bonds issued by other UK residents (F.519N7): Asset: Current price: £m: NSA,NSPF
ESA:NP:LI:FLOW:UK shares and bonds issued by other UK residents,NSPH
ESA:OI:LI:FLOW:UK shares and bonds issued by other UK residents,NSPK
ESA:PC:AS:FLOW:UK shares and bonds issued by other UK residents,NSPN
ESA:PC:LI:FLOW:UK shares and bonds issued by other UK residents,NSPO
ESA:PR:AS:FLOW:UK shares and bonds issued by other UK residents,NSPP
ESA:PR:LI:FLOW:UK shares and bonds issued by other UK residents,NSPQ
ESA:RW:AS:FLOW:UK shares and bonds issued by other UK residents,NSPR
Financial corporations (S.12): UK shares and bonds issued by other UK residents (F.519N7): Asset: Flow: CP: £million: NSA,NSPS
Financial corporations (S.12): UK shares and bonds issued by other UK residents (F.519N7): Liability: Flow: CP: £million: NSA,NSPT
ESA:OI:AS:FLOW:UK shares and bonds issued by other UK residents,NSPU
ESA:OI:LI:FLOW:UK shares and bonds issued by other UK residents.1,NSPV
General government (S.13): UK shares and bonds issued by other UK residents (F.519N7): Asset: Flow: Current price: £million: NSA,NSPW
HH & NPISH (S.14 + S.15): UK shares and bonds issued by other UK residents (F.519N7): Asset: Current price: £m: NSA,NSPY
Monetary financial institutions (S.121/2/3): UK shares and bonds issued by other UK residents (F.519N7): Asset: Flow: CP: £m: NSA,NSQA
Monetary financial institutions (S.121/2/3): UK shares and bonds issued by other UK residents (F.519N7): Liability Flow: CP £m NSA,NSQB
Non-Fin Corp (S11): UK shares and bonds issued by other UK residents (F.519N7): Flow: Asset: CP: £m: Not seasonally adjusted,NSQC
Non-Fin Corp (S11): UK shares and bonds issued by other UK residents (F.519N7): Flow: Liability: Current price: £m: NSA,NSQD
UK (S.1): UK shares and bonds issued by other UK residents (F.519N7): Flow: Asset: Current price: £m: Not seasonally adjusted,NSQJ
UK (S.1): UK shares and bonds issued by other UK residents (F.519N7): Flow: Liability: Current price: £m: Not seasonally adjusted,NSQK
Financial corporations (S.12): UK shares and bonds issued by other UK residents (AF.519N7): Asset: Level: CP: £million: NSA,NSQL
Financial corporations (S.12): UK shares and bonds issued by other UK residents (AF.519N7): Liability: Level: CP: £million: NSA,NSQM
S.124 to S.127: OFI & financial auxiliaries: Level: Liability: AF.519N7: UK shares & bonds issued by other UK residents: £m: NSA,NSQO
ESA:GG:AS:LEVEL:UK shares and bonds issued by other UK residents,NSQP
HH & NPISH (S.14 + S.15): UK shares and bonds issued by other UK residents (AF.519N7): Asset: Current price: £m: NSA,NSQR
Monetary financial institutions (S.121/2/3): UK shares and bonds issued by other UK residents (AF.519N7): Asset: Level: CP £m NSA,NSQU
Monetary financial institutions (S.121/2/3) UK shares and bonds issued by other UK residents (AF.519N7) Liability Level: CP £m NSA,NSQV
Non-Fin Corp (S11): UK shares and bonds issued by other UK residents (AF.519N7): Balance: Asset: Current price: £m: NSA,NSQW
Non-Fin Corp (S11): UK shares and bonds issued by other UK residents (AF.519N7): Balance: Liability: Current price: £m: NSA,NSQX
UK (S.1): UK shares and bonds issued by other UK residents (AF.519N7): Level: Asset: Current price: £m: Not seasonally adjusted,NSRC
UK sector (S.1): UK shares and bonds issued by other UK residents (AF.519N7): Level: Liability: Current price: £m: NSA,NSRD
CG:AS:LEVEL:MMIs issued by other UK residents,NSRH
ESA:CG:AS:FLOW:MMIs issued by other UK residents,NSRI
FLOWS:RW:liabilities:Other loans by UK residents: CP NSA: £m,NSRT
"ESA:UK:B.5n:National income,net",NSRX
HH & NPISH (S.14 + S.15): Social transfers in kind - purchased market production (D.632): Resources: Current price: £m: NSA,NSSA
HH & NPISH (S.14 + S.15): Social transfers in kind (D.63): Resources: Current price: £m: NSA,NSSB
HH & NPISH (S.14 + S.15): Total uses/resources from the redistribution of income in kind account (T.II.3: TU/TR): CP: £m: NSA,NSSC
"HH & NPISH (S.14 + S.15): Adjusted disposable income, gross (B.7g): Uses/Resources: Current price: £m: NSA",NSSD
HH & NPISH (S.14 + S.15): Adjustment for the change in pension entitlements (D.8): Resources: Current price: £m: NSA,NSSE
HH & NPISH (S.14 + S.15): Total uses/resources from the use of disposable income account (T.II.4.1: TU/TR): Current price: £m: NSA,NSSF
HH & NPISH (S.14 + S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: NSA,NSSG
"Households and NPISH (S.14+S.15): Saving, gross (B.8g): £million: Current price: Not seasonally adjusted",NSSH
HH & NPISH (S.14 + S.15): Total uses/resources from the use of adjusted disposable income account (T.II.4.2 : TU/TR): CP:£m:NSA,NSSJ
"HH & NPISH (S.14 + S.15): Investment grants, receivable (D.92r): Liability: Current price: £m: NSA",NSSL
"HH & NPISH (S.14 + S.15): Other capital transfers, receivable (D.99r): Liability: Current price: £m: NSA",NSSM
"HH & NPISH (S.14 + S.15): Capital transfers, receivable (D.9r): Liability: Current price: £m: NSA",NSSN
"HH & NPISH (S.14 + S.15): Capital taxes, payable (D.91p): Liability: Current price: £m: NSA",NSSO
"HH & NPISH (S.14 + S.15): Other capital transfers, payable (D.99p): Liability: Current price: £m: NSA",NSSQ
"HH & NPISH (S.14 + S.15): Capital transfers, payable (D.9p): Liability: Current price: £m: NSA",NSSR
HH & NPISH (S.14 + S.15): Changes in net worth due to gross saving and capital transfers (B.10.1g): Asset/Liability: CP: £m: NSA,NSSS
HH & NPISH (S.14 + S.15): Gross fixed capital formation (P.51g): Asset: Current price: £m: NSA,NSSU
HH & NPISH (S.14 + S.15): Changes in inventories (P.52): Asset: Current price: £m: NSA,NSSV
HH & NPISH (S.14 + S.15): Acquisition less disposals of valuables (P.53): Asset: Current price: £m: NSA,NSSW
HH & NPISH (S.14 + S.15): Gross capital formation (P.5): Asset: Current price: £m: NSA,NSSX
HH & NPISH (S.14 + S.15): Acquisition less disposals of non-produced / non-financial assets (NP): Asset: Current price: £m: NSA,NSSY
HH & NPISH (S.14 + S.15): Net lending (+) / Net borrowing (-) of the non-financial account (B.9n): Current price: £m: NSA,NSSZ
ESA:PC:AS:FLOW:Financial Derivatives,NSUH
RW:Total resources/uses:Ext. a/c. of primary incomes & current transfers: CP NSA,NSUK
ESA:RW:LI:FLOW:Financial Derivatives,NSUL
CG:AS:FLOW:MMIs issued by UK MFIs,NSUN
CG:AS:LEVEL:MMIs issued by UK MFIs,NSUO
